ID_Property,PropertyType,AnnounceTH,CodeDeed,SellPrice,Costestimate,CostestimateB,MarketPrice,BathRoom,BedRoom,CarPark,HouseArea,Floor,LandR,LandG,LandWA,LandU,HomeCondition,BuildingAge,BuildFD,BuildFM,BuildFY,Directions,RoadType,RoadWide,GroundLevel,GroundValue,MoreDetails,Latitude,Longitude,AsseStatus,ObservationPoint,Location,LProvince,LAmphur,LDistrict,LZipCode,ContactUo,ContactU,ContactUt,ContactS,ContactSt,ContactSo,Blind,Neareducation,Cenmarket,Market,River,Mainroad,Insoi,Letc,airconditioner,afan,AirPurifier,Waterheater,WIFI,TV,refrigerator,microwave,gasstove,wardrobe,TCset,sofa,bed,shelves,CCTV,Securityguard,pool,Fitness,Publicarea,ShuttleBus,WVmachine,CWmachine,Elevator,Lobby,ATM,BeautySalon,Balcony,EventR,MeetingR,LivingR,Hairsalon,Laundry,Store,Supermarket,CStore,MFee,Kitchen,LandAge,Created,PPStatus,ImageEX,Owner,UserType
h7263,บ้าน,ขาย บ้านเดี่ยว ต. โคกไทย อ. ศรีมโหสถ จ. ปราจีนบุรี ชาติ เหมาะสำหรับทำสำนักงาน,7394887,8900000,0,10000000,8000000,2.0,9.0,5.0,1908.0,2,1,0,77.0,,มือสอง,38,14.0, ,2525,ทิศตะวันตกเฉียงเหนือ,โคลน,8 เมตร,สูงกว่าถนน,0.4,77 หมู่ 2 ต. โคกไทย อ.ศรีมโหสถ จ.ปราจีนบุรี,13.840957999999999,101.4679893,ฝากขาย,- บริษัท ยูโทเปียน จำกัด - บริษัท เอส อาร์ ไทร์ จำกัด - ร้านอาหารธัญรส - ร้านอาหารสถานีทองหล่อ - วัดต้นศรีมหาโพธิ์ - โบราณสถานสระมรกต,77 หมู่ 2,ปราจีนบุรี,ศรีมโหสถ,โคกไทย,25190.0,599785.0,599785.0,599785.0,นายหน้า, , ,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-07 17:35:29,ยังไม่ขาย,https://landvist.xyz/images/img_1588847885694.jpg,59,Long-Term
h9901,บ้าน,บ้าน+ห้องพัก 1 ชั้น 1 ไร่ 193 ตร. ว. ใกล้โรงเรียนบ้านชำโสม อ. กบินทร์บุรี จ. ปราจีนบุรี - 37410,7803939,3800000,0,4000000,3000000,2.0,2.0,1.0,2372.0,1,1,1,93.0,,ใหม่,18,14.0, ,2545,ทิศตะวันออกเฉียงเหนือ,คอนกรีต,8 เมตร,สูงกว่าถนน,0.2,ใกล้โรงเรียนบ้านชำโสม โรงงานแลตตาซอย หน้าปากซอยมีเซเว่น ใกล้โรงเรียนบ้านชำโสม ถนนฉะเชิงเทรา-กบินทร์บุรี ต.กบินทร์บุรี อ.กบินทร์บุรีจ.ปราจีนบุรี,14.0060188,101.7075141,ฝากขาย,ใกล้โรงเรียนบ้านชำโสม โรงงานแลตตาซอย หน้าปากซอยมีเซเว่น โรงเรียนนานาชาติ,-,ปราจีนบุรี,กบินทร์บุรี,กบินทร์,25110.0,597088.0,597088.0,597088.0,นายหน้า, , ,0,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-07 16:34:38,ยังไม่ขาย,https://landvist.xyz/images/img_1588844144543.jpg,59,Long-Term
h7983,บ้าน,บ้านไม้ 2 ชั้น ในสวน บ้านพระ ปราจีนบุรี,7788824,2990000,0,3000000,3500000,2.0,4.0,6.0,144.0,2,0,1,99.0,,มือสอง,11,14.0, ,2552,ทิศตะวันออก,คอนกรีต,4 เมตร,สูงกว่าถนน,0.1,รายละเอียด : บ้านเดี่ยว 2 ชั้น เนื้อที่ 199 ตารางวา พื้นที่ใช้สอยประมาณ 144 ตารางเมตร หน้ากว้าง 25 เมตร ลึก 25 เมตร,14.118383999999999,101.3998518,ฝากขาย,"องค์การบริหารส่วนตำบล บ้านพระ, วัดบ้านพระ, โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพระ",-,ปราจีนบุรี,เมืองปราจีนบุรี,บ้านพระ,25230.0,597088.0,597088.0,597088.0,นายหน้า, , ,0,0,0,0,0,0,0,โรงพยาบาล วัด,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-06 19:13:55,ยังไม่ขาย,https://landvist.xyz/images/img_1588767315206.jpg,59,Long-Term
h6557,บ้าน,ขายบ้านเดี่ยว หมู่บ้านเพชรพลอย กบินทร์บุรี ปราจีนบุรี,7622928,2500000,0,3000000,3000000,2.0,2.0,2.0,106.0,1,0,1,52.0,,มือสอง,19,14.0, ,2544,ทิศตะวันตก,คอนกรีต,8 เมตร,สูงกว่าถนน,0.1,บ้านเดี่ยว สร้างบนเนื้อที่ 1 งาน 52.0 ตารางวา พื้นที่ใช้สอยประมาณ 106.00 ตารางเมตร จอดรถได้ 2 คัน ตัวบ้านมี 2 ห้องนอน 2 ห้องน้ำ,14.0312359,101.6645487,ฝากขาย,"Kabin Buri Sport Club, ตลาดสดหน้าแพนเวย์, เทสโก้โลตัส กบินทร์บุรี, แม็คโคร สาขากบินทร์บุรี",บ้านเพชรพลอย,ปราจีนบุรี,กบินทร์บุรี,วังดาล,25110.0,592346.0,592346.0,592346.0,นายหน้า, , ,0,0,1,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-06 18:57:53,ยังไม่ขาย,https://landvist.xyz/images/img_1588766596825.jpg,59,Long-Term
h3904,บ้าน,บ้านเดี่ยวพร้อมกิจการ นาดี ปราจีนบุรี,7531554,3500000,0,4000000,4500000,3.0,3.0,2.0,150.0,1,0,0,81.0,,มือสอง,18,14.0, ,2545,ทิศตะวันตกเฉียงเหนือ,คอนกรีต,4 เมตร,สูงกว่าถนน,0.1,บ้านเดี่ยว 1 ชั้น สร้างบนเนื้อที่ 81.0 ตารางวา จอดรถได้ 2 คัน ตัวบ้านมี 3 ห้องนอน 3 ห้องน้ำ 1 ห้องครัว 1 ห้องโถง,14.1061807,101.8403086,ฝากขาย,-,-,ปราจีนบุรี,นาดี,นาดี,25220.0,599965.0,599965.0,599965.0,นายหน้า, , ,0,0,0,0,0,0,1, ,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-06 18:17:13,ยังไม่ขาย,https://landvist.xyz/images/img_1588764054608.jpg,59,Long-Term
h1545,บ้าน,ขายบ้านเดี่ยวชั้นเดียว 25 ตรว. หมู่บ้านเนินหอม ซ. ร่วมใจพัฒนา ถ. เขาใหญ่ จังหวัดปราจีนบุรี,630448,450000,0,200000,500000,1.0,1.0,1.0,100.0,1,0,0,25.0,,มือสอง,65,14.0, ,2498,ทิศตะวันตกเฉียงเหนือ,คอนกรีต,2 เมตร,ต่ำกว่าถนน,0.1,ขายบ้านเดี่ยวชั้นเดียว 25 ตรว. หมู่บ้านเนินหอม ซ.ร่วมใจพัฒนา ถ.เขาใหญ่ จังหวัดปราจีนบุรี,14.187026500000002,101.3998518,ฝากขาย,อยู่ไม่ไกลจากถนนใหญ่ เส้นทางไปเขาใหญ่,-,ปราจีนบุรี,เมืองปราจีนบุรี,เนินหอม,25230.0,599965.0,599965.0,599965.0,นายหน้า, , ,0,1,0,1,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-06 17:53:05,ยังไม่ขาย,https://landvist.xyz/images/img_1588762451854.jpg,59,Long-Term
h6009,บ้าน,บ้านเดี่ยวชั้นเดียว ซ. ทัศนวิถี หน้าเมือง ปราจีนบุรี พร้อมอยู่,7513184,2500000,0,2000000,3000000,2.0,5.0,1.0,150.0,1,0,0,35.0,,มือสอง,38,14.0, ,2525,ทิศตะวันออกเฉียงเหนือ,คอนกรีต,2 เมตร,สูงกว่าถนน,0.1,ขายบ้านเดี่ยวชั้นเดียว 25 ตรว. หมู่บ้านเนินหอม ซ.ร่วมใจพัฒนา ถ.เขาใหญ่ จังหวัดปราจีนบุรี,14.123258199999999,101.4947248,ฝากขาย,-,-,ปราจีนบุรี,เมืองปราจีนบุรี,หน้าเมือง,25000.0,599965.0,599965.0,599965.0,นายหน้า, , ,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-06 17:18:43,ยังไม่ขาย,https://landvist.xyz/images/img_1588760564963.jpg,59,Long-Term
h6325,บ้าน,ขายบ้านเดี่ยวพร้อมทีดิน ซ. กรุงเทพนนท์ 12 บางเขน นนทบุรี,7610021,2500000,0,3000000,2800000,2.0,2.0,2.0,100.0,1,0,0,38.0,,มือสอง,18,14.0, ,2545,ทิศตะวันตกเฉียงเหนือ,คอนกรีต,4 เมตร,สูงกว่าถนน,0.1,บ้านเดี่ยว 1 ชั้น สร้างบนเนื้อที่ 38.0 ตารางวา จอดรถได้ 1 คัน,13.841499800000003,100.5193543,ฝากขาย,ใกล้รถไฟฟ้าสถานีวงศสว่าง,ซ.กรุงเทพนนท์ 12,นนทบุรี,เมืองนนทบุรี,บางเขน,11000.0,594232.0,594232.0,594232.0,นายหน้า, , ,0,0,0,0,0,0,1, ,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-06 13:04:03,ยังไม่ขาย,https://landvist.xyz/images/img_1588745659677.jpg,59,Long-Term
h6732,บ้าน,บ้านเดี่ยว 2ชั้น 341วา 6นอน 6น้ำ ใกล้ห้าง ใกล้ตลาด ใกล้โรงพยาบาล ตกแต่งใหม่อย่างตั้งใจทั้งหลัง สภาพใหม่เอี่ยม ไม่เคยเข้าอยู่ ถนนเมนขนาดใหญ่ ต้นโครงการ ใกล้มาก ทำเลราชพฤกษ์ แจ้งวัฒนะ บางบัวทอง เวสเกตบางใหญ่,6941238,15500000,0,16000000,17000000,6.0,6.0,10.0,480.0,2,0,3,41.0,,ใหม่,7,14.0, ,2556,ทิศตะวันออกเฉียงเหนือ,คอนกรีต,8 เมตร,สูงกว่าถนน,0.5,านเดี่ยว 2ชั้น สภาพแบบบ้านใหม่ไม่เคยเข้าอยู่ บนที่ดินเกือบไร่ 341วา 6นอน 6น้ำ (ไม่รวมห้องแม่บ้าน)จอดรถในร่ม6คัน จอดไม่ร่มภายในได้อีกเกือบ10คัน มีพื้นที่เหลือเฟือชื้อเพื่ออนาคตลูกๆ ปลูกบ้านได้อีก1-2หลัง ต้นโครงการ และอยู่ถนนเมนขนาด16.5เมตรกว้างมากกกกก แบบถนน4เลนใหญ่ๆ จอดรถสองข้างพร้อมกัน รถยังวิ่งสวนได้สบายๆ สุดยอดทำเล แปลงที่3 ถัดจากป้อม รปภ. ไม่มีสายไฟฟ้าด้านหน้าให้รกสายตา จึงสามารถปลูกต้นไม้ใหญ่สวยๆได้ หันหน้าไปทางทิศตะวันออกเฉียงเหนือ ทิศดีรับแดดตอนเช้า ช่วงสายจึงไม่ร้อน ช่วงบ่ายแดดร่มลมตกชิวๆ บรรยากาศรอบๆดีมาก เพื่อนบ้านดีมาก อยู่ด้านหน้าใกล้ป้อม รปภ แต่ส่วนตัวสุดๆ,13.9263057,100.4094141,ฝากขาย,"Makro,Lotus,ไทวัสดุและ PTT ใหม่หน้าปากชอย และอีกไม่ถึงกิโลก็เป็นตลาดบางบัวทอง เลยไปอีกหน่อยประมาณโลก็เป็นถนนราชพฤกษ์ แหล่งรวมบ้านจัดสรรค์แนวราบระดับไฮแอนด์ บ้านระดับแพงเวอร์ และ รร.เด่นหล้า นานาชาติ Hompro บุญถาวร เช็นทรัล ห้างที่ช้อบอีกหลายห้าง",บางกรวย ไทรน้อย,นนทบุรี,บางบัวทอง,บางบัวทอง,11110.0,594232.0,594232.0,594232.0,เจ้าของ, , ,0,1,1,1,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-05 23:38:51,ยังไม่ขาย,https://landvist.xyz/images/img_1588696993379.jpg,59,Long-Term
h4991,บ้าน,ทาวน์เฮ้าส์ตกแต่งใหม่ แบรนด์ดัง ม. เดอะวิลล่า ราชพฤกษ์-ท่าอิฐ พร้อมอยู่ ฟังก์ชั่นครบ! เนื้อที่ 18 ตร. ว. 3 ห้องนอน 2 ห้องน้ำ บนทำเลใกล้รถไฟฟ้า สถานีบางรักน้อยท่าอิฐ เชื่อมต่อทั้งถ. รัตนาธิเบศร์ และถ. ราชพฤกษ์,6394726,2190000,0,2500000,2000000,3.0,2.0,1.0,91.0,2,0,0,18.0,,ใหม่,6,14.0, ,2557,ทิศตะวันตกเฉียงใต้,คอนกรีต,12 เมตร,สูงกว่าถนน,0.1,**จุดเด่นโครงการ–สภาพแวดล้อม**,13.893777900000002,100.4579036,ฝากขาย,"- ใกล้ห้างสรรพสินค้าเซ็นทรัลรัตนาธิเบศร์ ,เซ็นทรัลเวสต์เกต ,Tesco Lotus ,Homepro ,The Walk - ใกล้โรงพยาบาลเกษมราษฏร์ รัตนาธิเบศร์ ,โรงพยาบาลพระนั่งเกล้า - ใกล้โรงเรียนนนนทบุรีวิทยาลัย ,โรงเรียนเตรียมอุดมศึกษาพัฒนาการบางใหญ่ ,โรงเรียนเด่นหล้า - ใกล้ธนาคารท", ,นนทบุรี,ปากเกร็ด,ท่าอิฐ,11120.0,591366.0,591366.0,591366.0,นายหน้า, , ,0,1,1,1,0,0,1, ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-05 23:25:45,ยังไม่ขาย,https://landvist.xyz/images/img_1588696008027.jpg,59,Long-Term
h0687,บ้าน,ทาวน์เฮ้าส์ตกแต่งใหม่ ม. เจ้าพระยา รัตนาธิเบศร์-ราชพฤกษ์ (ติดตลาดเจ้าพระยา) สุดคุ้มหลังใหญ่ เนื้อที่ 21 ตร. ว. หน้ากว้าง 6 เมตร,6466727,2290000,0,2300000,2500000,2.0,3.0,1.0,105.0,2,0,0,21.0,,ใหม่,4,14.0, ,2559,ทิศใต้,คอนกรีต,8 เมตร,สูงกว่าถนน,0.1,"- โครงการได้รับอนุญาตจัดสรรถูกต้อง ,โครงการจำนวนรวม 300 หลัง",13.9188693,100.4203833,ฝากขาย,"7-11 ,Lotus express ,108 shop,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ นนทบุรี ,โรงเรียนเด่นหล้า ,โรงเรียนไทยรัฐวิทยา55 ,มหาวิทยาลัยราชพฤกษ์",บางกรวย-ไทรน้อย,นนทบุรี,บางใหญ่,บางเลน,11140.0,591366.0,591366.0,591366.0,นายหน้า, , ,0,1,1,1,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2020-05-05 23:05:37,ยังไม่ขาย,https://landvist.xyz/images/img_1588695297312.jpg,59,Long-Term
