ID_Property	PropertyType	AnnounceTH	CodeDeed	SellPrice	Costestimate	CostestimateB	MarketPrice	BathRoom	BedRoom	CarPark	HouseArea	Floor	LandR	LandG	LandWA	LandU	HomeCondition	BuildingAge	BuildFD	BuildFM	BuildFY	Directions	RoadType	RoadWide	GroundLevel	GroundValue	MoreDetails	Latitude	Longitude	AsseStatus	ObservationPoint	Location	LProvince	LAmphur	LDistrict	LZipCode	ContactUo	ContactU	ContactUt	ContactS	ContactSt	ContactSo	Blind	Neareducation	Cenmarket	Market	River	Mainroad	Insoi	Letc	airconditioner	afan	AirPurifier	Waterheater	WIFI	TV	refrigerator	microwave	gasstove	wardrobe	TCset	sofa	bed	shelves	CCTV	Securityguard	pool	Fitness	Publicarea	ShuttleBus	WVmachine	CWmachine	Elevator	Lobby	ATM	BeautySalon	Balcony	EventR	MeetingR	LivingR	Hairsalon	Laundry	Store	Supermarket	CStore	MFee	Kitchen	LandAge	Created	PPStatus	ImageEX	Owner	UserType
c7827	คอนโด	ขายคอนโดย่านเศรษฐกิจ วิวตึกใน 	12665	2000000	0	2100000	2300000	1	1	1	23	5					ใหม่	5			2557	ทิศเหนือ	คอนกรีต	4 เมตร			ความเพียบพร้อมความน่าอยู่ กับสไตล์คอนโดหรู ที่ตอบโจทย์ความคุ้มค่า มาตราฐานคุณภาพความเป็นอยู่ที่ตอบสนองความต้องการของ ผู้พักอาศัย ด้วยทำเลที่โดดเด่น คอนโดเด่น ภายในกว้างขวางเป็นส่วนตัว อุปกรณ์ครบครัน ทำเลย่านเศรษฐกิจ 1	19.9107404	99.831538	ว่าง	-เซ็นทรัล เชียงราย 500 ม. -บิ๊กซี เชียงราย 1.5 กม. -โฮมโปร 3.0 กม. -เชียงรายไนท์บาร์ซ่าร์ 3.0 กม.	1145	เชียงราย	เมืองเชียงราย	รอบเวียง	57000				นายหน้า			0	1	1	0	0	1	0		1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	10000	1		7/10/2019 18:23		img_1570472669221.jpg	49	Short-Term
c8242	คอนโด	คอนโด01	25324	1400000	0	1500000	1580000	0	0	0	0	0					มือสอง	7		กุมภาพัน	2555	ทิศเหนือ	ยางมะตอย	4 เมตร				20.05058448	99.87961715	ว่าง	บิ๊กซี เชียงราย เซ็นทรัล เชียงราย สนามบินเชียงราย ม.ราชภัฏเชียงราย ม.แม่ฟ้าหลวง	เลขที่ 334 หมู่ 9 ต.บ้านคู้ อ.เมืองเชียงราย จ.เชียงราย	เชียงราย	เมืองเชียงราย	บ้านดู่	57100				เจ้าของ			0	1	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7/10/2019 13:35		img_1570455479347.jpg	53	Short-Term
c8393	คอนโด	5C4MG0296 คอนโดย่านเศรษฐกิจ วิวิสระว่ายน้ำ	7274021	1950000	0	2000000	1690000	1	1	1	30	6					ใหม่	5	11	เมษายน	2557	ทิศตะวันตก	คอนกรีต	4 เมตร			ความเพียบพร้อมความน่าอยู่ กับสไตล์คอนโดหรู ที่ตอบโจทย์ความคุ้มค่า คอนโดในโครงการพร้อมคลัปเฮ้าส์สระว้ายน้ำ ระบบการรักษาความปลอดภัยที่ดี มาตราฐานคุณภาพความเป็นอยู่ที่ตอบสนองความต้องการของ ผู้พักอาศัย ด้วยทำเลที่โดดเด่น คอนโดเด่น 1 ห้องนอน 1 ห้องน้ำ ราคาขาย 1.95 ล้าน โอนคนละครึ่ง ภายในกว้างขวางเป็นส่วนตัว อุปกรณ์ครบครัน เดินทางสะดวก ใกล้ตลาด ห้างสรรพสินค้า	"19.8866715"""	99.8366054	ว่าง	- Central Plaza Chiang Rai 500 ม. -บิ๊กซี เชียงราย 500 ม. -โรงพยาบาลเกษมราษฎร์ 1.4 กม. -ตลาดโชคเจริญ 1.7 กม.	dcondo Hyde	เชียงราย	เมืองเชียงราย	รอบเวียง	57000	590540	590540	590540	นายหน้า	นายหน้า		0	0	1	1	0	1	1		1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1000	1		8/11/2019 20:34	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
c8516	คอนโด	"5C2MG0062 คอนโด  30 ตร. ม. 2, 000, 000 บาท"	45613	1830000	0	1920000	1790000	1	1	1	30	5					ใหม่	6			2556	ทิศตะวันออก	คอนกรีต	4 เมตร			"คอนโดใกล้เมือง ภายในห้องตกแต่งสวยงาม มีเฟอร์นิเจอร์ให้ครบชุด มีระบบสาธารณูปโภคที่ดี ภายในคอนโดมีสระว่ายน้ำและฟิตเนส มีระบบรักษาความปลอดภัยสูง"""	19.9654049	99.8561929	ว่าง	- ม.ราชภัฏเชียงราย 1.8 กม. - ห้างแม็คโคร 3.2 กม. - ตลาดสดบ้านดู่ 2.5 กม. - 7-11 1.5 กม.	1511	เชียงราย	เมืองเชียงราย	บ้านดู่	57100				นายหน้า			0	1	1	0	0	0	0		1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	900	1		7/10/2019 20:04		img_1570478707055.jpg	48	Long-Term
c8835	คอนโด	5c1MG0102ขายคอนโดวิวสวยสุดหรู	45124	1980000	0	2000000	2030000	1	1	1	100	5					มือสอง	7			2555	ทิศตะวันออก	คอนกรีต	4 เมตร			คอนโดหรูในโครงการ ย่านเศรษฐกิจ อุปกรณ์ครบครัน ห้องกว้างขวาง มีสระว่ายน้ำ เน้นความเป็นส่วนตัว ใกล้สิ่งอำนวยความสะดวก ห้างสรรพสินค้า ตลาด	19.9654049	99.8561929	ว่าง	- ม.ราชภัฏ 500 ม. - แม็คโคร 2.9 กม. - สนามบิน 3.3 กม. - เมืองเชียงราย 8.9 กม.	516	เชียงราย	เมืองเชียงราย	บ้านดู่	57100				นายหน้า			0	1	1	0	0	1	0		1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1000	1		7/10/2019 19:48		img_1570477738423.jpg	48	Long-Term
c8867	คอนโด	คอนโด8	562326	4710000	0	5000000	4900000	1	2	1	36	6					มือสอง	13			2549	ทิศตะวันตกเฉียงเหนือ	ยางมะตอย	8 เมตร			-	13.694263	101.0634216	ว่าง	บริษัทไทยประกันชีวิตจำกัด	301	ฉะเชิงเทรา	เมืองฉะเชิงเทรา	หน้าเมือง	24000	598256	598256	598256	นายหน้า			0	1	1	1	0	1	0		1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1570	0		17/11/2019 19:54	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
c9037	คอนโด	คอนโด Dcondo Hyde ตรงข้าม Chiangrai Central Plaza	45613	1520000	0	1900000	1860000	1	1	1	31	2					ใหม่	5			2557	ทิศใต้	คอนกรีต	4 เมตร			**ห้องทำการตกแต่งบิ๊วอินเพิ่มเติมจากเดิม** ตั้งอยู่ใจกลางเมืองเชียงราย ติดกับ Big C Super Centre สิ่งอำนวยความสะดวกภายในโครงการครบครัน	20.2718669	100.0792882	ว่าง	- เซ็นทรัล พลาซ่า เชียงราย 100 m. - บิ๊กซี เชียงราย 100 m. - HomePro เชียงราย 3 km. - รพ.เกษมราษฎร์ ศรีบุรินทร์ 1.5 km. - หอนาฬิกา 3 km. - สถานีขนส่งผู้โดยสารเชียงราย 1 (ท่ารถเก่า) 2.5 km. - อนุสาวรีย์พ่อขุนเม็งราย 3 km. - สนามบินนานาชาติแม่ฟ้าหลวง - เชีย	963	เชียงราย	เมืองเชียงราย	รอบเวียง	57000				นายหน้า			0	0	1	1	0	1	0		1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	5000	0		8/10/2019 2:07		img_1570500547882.jpg	51	Short-Term
c9058	คอนโด	คอนโด4	6589562	2535000	0	3000000	2800000	1	1	0	20	5					มือสอง	13			2549	ทิศตะวันตก	คอนกรีต	4 เมตร			-	14.58758	100.4514899	ว่าง	ศาลากลางจังหวัดอ่างทอง	126	อ่างทอง	เมืองอ่างทอง	ตลาดหลวง	14000	595137	595137	595137	นายหน้า			0	1	0	0	0	1	0		0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	800	1		17/11/2019 19:26	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
c9151	คอนโด	คอนโด2	652456	3390000	0	4000000	3500000	1	1	0	36	10					ใหม่	2			2560	ทิศตะวันตก	คอนกรีต	4 เมตร			-	13.8379071	100.4984875	ว่าง		49	นนทบุรี	เมืองนนทบุรี	สวนใหญ่	11000	592548	592548	592548	นายหน้า			0	1	1	0	0	1	0		1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1180	1		17/11/2019 19:13	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
c9469	คอนโด	คอนโด6	6589523	4110000	0	5000000	4500000	2	2	1	45	12					มือสอง	13			2549	ทิศตะวันตก	คอนกรีต	4 เมตร			-	12.6731546	101.272945	ขายฝาก	สำนักงานเทศบาลนครระยอง	247	ระยอง	เมืองระยอง	ท่าประดู่	21000	597814	597814	597814	นายหน้า			0	1	1	0	0	1	1		1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1370	1		17/11/2019 19:39	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
